word,category,mean Happiness,mean Anger,mean Sadness,mean Fear,mean Disgust,distance to H,distance to A,distance to S,distance to F,distance to D,distance to N
"bezwartościowy",U,1.2592592,3.0,3.925926,2.7037036,2.7037036,7.9537783,6.3500233,5.515744,6.84621,6.734471,5.126199
buk,U,3.0370371,1.5185186,1.3333334,1.3703704,1.3703704,4.398536,6.3978395,6.564507,6.5448513,6.5523863,2.6011267
"grać",U,4.5185184,2.0370371,1.4444444,1.8148148,1.4814814,3.5301485,6.749259,7.235243,6.904239,7.1831293,4.4015155
odwaga,U,5.5185184,1.8518518,1.7037038,2.3703704,1.1481482,3.177827,7.653396,7.728802,7.245861,8.170247,5.412698
"drań",U,1.6666666,4.5925927,3.4814816,3.2222223,3.3333333,8.529057,6.233695,7.4165163,7.646716,7.5686674,6.27727
"świerk",U,4.259259,1.5555556,1.5555556,1.6296296,1.3333334,3.4950423,6.9690003,6.894726,6.891682,7.1407204,3.9058018
mur,U,1.6666666,2.5925925,2.1851852,2.5925925,1.7407408,6.598328,5.7894983,6.205178,5.770982,6.5817966,3.3094237
"rząd",U,1.7777778,3.5185184,2.0370371,2.1851852,3.0,7.034232,5.5648847,7.021949,6.8734174,6.175891,4.5124745
wino,U,4.888889,1.8888888,2.2222223,1.6296296,1.8888888,3.5204883,7.299421,7.0550365,7.56145,7.308478,5.065345
"bóbr",U,3.925926,1.2962962,1.2962962,1.7777778,1.4814814,3.7759328,6.9188037,6.9325476,6.48162,6.730282,3.4512343
"ogień",U,3.2592592,2.3703704,2.5925925,3.4074075,1.6296296,5.6982565,6.952012,6.8684793,6.053288,7.6298285,4.9175053
opinia,U,2.5185184,2.2592592,2.074074,2.9629629,1.6666666,6.075772,6.4165387,6.6812797,5.8224597,7.019387,3.8360643
surowy,U,1.6296296,3.9629629,3.0370371,3.4444444,2.2962964,7.8555174,5.7891583,6.8568916,6.3892574,7.493555,5.4127536
"zatwierdzać",U,3.5555556,1.5925926,1.2962962,1.8518518,1.2222222,4.093015,6.510616,6.8513026,6.3159127,6.9098735,3.2475893
czarnuch,U,1.8888888,3.7777777,2.7037036,2.4444444,2.4814816,7.2700977,5.943118,6.9336915,7.112889,7.184247,5.17214
spojrzenie,U,4.185185,2.0,1.962963,2.5555556,1.5555556,4.41542,7.013351,7.072395,6.5392976,7.395414,4.490104
"nazywać",U,2.9629629,1.5555556,1.4444444,1.5555556,1.4444444,4.738344,6.4789433,6.62038,6.473491,6.585127,2.6640606
spadek,U,3.4814816,2.2592592,3.1111112,3.0,1.4814814,5.4722843,7.1585793,6.394711,6.491103,7.8246884,5.244117
brat,U,4.5925927,2.4814816,2.0370371,1.7037038,1.3703704,3.9581325,6.9522915,7.326466,7.6042237,7.806383,4.845782
incydent,U,1.5185186,2.7777777,2.8148148,3.148148,1.7407408,7.1488285,6.078119,6.010987,5.6845984,7.026348,4.0896554
"sankcjonować",U,1.4814814,3.1111112,2.2962964,2.5555556,2.4814816,7.1866984,5.779151,6.687991,6.4136834,6.488045,3.960202
kicz,U,1.8518518,2.925926,1.6296296,1.3333334,2.9629629,6.4516363,5.447239,6.8249106,7.057358,5.38271,3.688487
kura,U,2.9629629,1.4074074,1.4074074,1.6296296,2.3703704,5.180548,6.9306316,6.9061403,6.7288594,5.842166,3.1706405
dawka,U,2.3703704,2.1111112,2.0370371,2.3333333,2.2592592,6.0407815,6.4226995,6.503754,6.198752,6.29088,3.6327612
honor,U,4.962963,1.6666666,1.962963,1.8518518,1.2962962,3.1257617,7.3696556,7.1121926,7.189364,7.664361,4.83357
"marzyć",U,5.6296296,1.3703704,2.0370371,1.7777778,1.037037,2.8199506,7.85925,7.2632995,7.5402246,8.105613,5.285798
katastrofa,U,1.037037,3.5925925,5.111111,5.3333335,2.7037036,9.685836,7.9721518,6.6761475,6.2937055,8.639325,7.4785666
zamieszki,U,1.4814814,4.037037,3.7037036,4.740741,3.0370371,8.815655,6.989369,7.3747344,6.2603664,7.999241,6.7864614
kochanek,U,3.148148,2.8148148,3.0,3.3333333,2.4444444,6.3446054,7.228702,7.02269,6.742987,7.5076623,5.5605173
wyrok,U,1.4444444,3.2222223,3.7777777,4.6666665,2.925926,8.6138,7.3422475,6.8140235,5.954355,7.522285,6.2104654
witalny,U,4.5925927,1.3333334,1.1111112,1.1481482,1.2592592,2.7177644,6.951347,7.217056,7.2065845,7.1036444,3.937004
"mówca",U,2.6666667,1.8518518,1.5925926,2.4074075,1.5555556,5.3647285,6.372232,6.6286683,5.689063,6.66013,3.2856493
symfonia,U,4.4074073,1.4444444,2.0,1.4074074,1.1111112,3.4652803,7.028718,6.5880013,7.0661883,7.329663,4.012745
"kanał",U,1.7777778,1.6666666,2.2962964,2.9629629,2.8888888,6.815382,7.1269107,6.6000557,5.9600616,6.088282,3.9797497
"niełaska",U,1.4074074,3.1851852,3.148148,2.8888888,2.0370371,7.3602414,5.914802,5.8624077,6.288498,6.9796367,4.5451565
brytyjski,U,4.111111,1.5185186,1.5925926,1.6666666,1.5185186,3.717618,6.9747977,6.9099026,6.856538,6.987498,3.8611698
saksofon,U,4.037037,1.7777778,1.5925926,1.2962962,1.5555556,3.944104,6.8710046,7.0129457,7.2444124,6.9557586,3.8645847
"pragnąć",U,4.6666665,2.0,2.5185184,2.7777777,1.3703704,4.236681,7.260647,6.7817273,6.540472,7.7949095,5.2279673
soczewka,U,2.3333333,1.4814814,1.5185186,1.8148148,1.8888888,5.472757,6.404859,6.370513,6.049759,5.8908863,2.563367
zaniedbany,U,1.2222222,3.4074075,3.4814816,2.6666667,4.0740743,8.346342,6.6713595,6.472571,7.3465414,5.951844,5.485271
aleja,U,4.259259,1.3703704,1.6296296,1.8518518,1.2222222,3.6616888,7.254435,7.0196147,6.8091884,7.3254576,4.005362
liberalny,U,4.2222223,2.1851852,1.5555556,2.0,1.8518518,4.2254343,6.868946,7.4787436,7.0571094,7.2349067,4.478685
"wykazywać",U,3.0,1.7407408,1.2962962,1.962963,1.5555556,4.730996,6.258868,6.67724,6.0440726,6.447747,2.8736165
malarz,U,3.3703704,1.5555556,1.8148148,1.2592592,1.2962962,4.197912,6.455945,6.195699,6.749702,6.711697,3.0603657
"ciśnienie",U,1.6666666,2.2592592,1.962963,2.7407408,1.962963,6.5419044,6.1890316,6.5319576,5.644859,6.5022855,3.2935119
"brąz",U,3.0370371,1.7777778,1.5555556,1.3333334,1.3333334,4.636127,6.216268,6.3787665,6.6258826,6.62156,2.7508197
rodzinny,U,4.814815,1.925926,1.962963,1.6666666,1.2222222,3.3453686,7.0544705,7.007849,7.2497373,7.60467,4.551143
"zwłoki",U,1.1481482,1.925926,4.740741,4.5555553,4.6296296,9.318904,8.856399,6.703708,6.9660664,6.784503,6.8702826
kaktus,U,3.2592592,1.8518518,1.4074074,1.6666666,1.8148148,4.413745,6.3579216,6.7584653,6.553615,6.334839,3.515681
makaron,U,4.3703704,1.2222222,1.1111112,1.1481482,1.037037,2.8155797,6.9118233,7.0079455,6.986941,7.075946,3.4691923
planowy,U,3.8888888,1.5555556,1.1851852,1.3333334,1.1481482,3.5988514,6.6542335,6.971677,6.887796,7.01375,3.3739045
ufny,U,3.9629629,1.5555556,1.7777778,2.3703704,1.3333334,4.0159006,7.1627107,6.924329,6.198664,7.3511686,4.445669
cela,U,1.4814814,2.925926,3.3703704,3.9629629,2.925926,7.941872,7.043385,6.549558,5.9670224,7.020603,5.512898
nerwica,U,1.3333334,4.111111,4.111111,4.259259,2.7407408,8.858273,6.503407,6.7064176,6.4180856,7.8644624,6.5920563
plakat,U,3.1111112,2.074074,1.5185186,1.4074074,1.5925926,4.87884,6.161521,6.759023,6.83015,6.6610026,3.1495192
"wiśniowy",U,4.185185,1.1851852,1.1851852,1.1481482,1.3333334,3.1029031,6.973532,6.9738436,7.0056705,6.761606,3.461794
"środowisko",U,3.1851852,1.7037038,1.6296296,1.6666666,1.5555556,4.4996996,6.418255,6.461303,6.4839215,6.5742927,3.1574922
serowy,U,3.5555556,1.3703704,1.2592592,1.4444444,1.7407408,4.0896816,6.768267,6.857,6.664593,6.3611264,3.1834874
mistyczny,U,3.4444444,1.4444444,1.4074074,2.0370371,1.2962962,4.425277,6.772877,6.817593,6.1732183,6.903824,3.2330809
oset,U,2.0,2.1111112,1.5925926,2.1111112,2.148148,6.1128135,6.169769,6.642688,6.1906247,6.163798,3.000125
dziewczyna,U,5.148148,1.6296296,1.5925926,1.7037038,1.2592592,2.7445495,7.321874,7.398052,7.294744,7.688929,4.848711
"zatrudniać",U,3.851852,2.0370371,1.4074074,2.7037036,1.6296296,4.413304,6.797396,7.3296213,6.172762,7.1809363,4.2741737
"robić",U,3.8888888,1.8888888,1.5185186,1.962963,1.4814814,4.0137396,6.5764117,6.902076,6.4899273,6.9370046,3.806721
koza,U,2.5925925,1.4444444,1.5555556,1.8888888,1.8888888,5.2480884,6.5800414,6.4767823,6.153719,6.1748676,2.7995396
hipoteczny,U,1.5185186,2.2592592,2.2592592,2.6296296,1.962963,6.7475085,6.16881,6.1986885,5.768455,6.4689174,3.102083
"pielgrzymować",U,3.5925925,1.1851852,1.5925926,2.074074,1.4074074,4.2476664,7.090638,6.6903543,6.199082,6.8965526,3.5359802
oszust,U,1.037037,5.5925927,3.3703704,4.0,4.5925927,9.781566,6.3761683,8.3714905,7.9383144,7.423109,7.472113
"miłostka",U,3.7037036,1.925926,1.8148148,1.962963,1.5925926,4.250001,6.5326085,6.594852,6.4592075,6.856439,3.8837223
"załatwiać",U,2.8888888,1.925926,1.6296296,1.8888888,1.8148148,4.986666,6.12174,6.4482107,6.228351,6.253305,3.217685
"młotek",U,2.5925925,2.2222223,1.4814814,1.925926,1.3703704,5.350515,5.883,6.6000514,6.1988373,6.7159824,2.9736264
cygaro,U,2.1851852,2.074074,1.5185186,1.5555556,2.6666667,5.9153085,6.411411,6.9022956,6.8341565,5.6362824,3.3826282
wpadka,U,1.5925926,3.6296296,3.925926,5.0,2.8148148,8.670559,7.4651675,7.1810155,6.021688,8.0984125,6.7423153
kochanka,U,2.7037036,3.7037036,3.4814816,3.074074,3.2592592,7.2486115,6.998814,7.1420836,7.555906,7.3155475,6.2805247
droga,U,3.9629629,1.7777778,2.1111112,2.5555556,1.4814814,4.6128135,7.0534463,6.701202,6.264773,7.2992606,4.17227
"dzierżawić",U,2.7777777,1.962963,1.5555556,1.7407408,1.6296296,5.145708,6.1988654,6.529468,6.357993,6.533166,2.9987934
miejsce,U,3.4814816,1.5555556,1.4814814,1.7777778,1.4074074,4.187365,6.513738,6.607548,6.3112636,6.671772,3.1348524
rama,U,2.7777777,1.4814814,1.4814814,1.8888888,1.5925926,5.007074,6.592564,6.5835075,6.1877575,6.4843082,2.7345364
"udowadniać",U,3.5555556,2.3703704,1.6666666,2.4444444,1.2592592,4.710491,6.1544223,6.8779488,6.1046414,7.218149,3.9930787
"otwierać",U,4.4814816,1.3703704,1.2592592,2.148148,1.2222222,3.4782546,7.1420875,7.242133,6.485791,7.2702584,3.9293427
awersja,U,1.4074074,3.2962964,2.2962964,2.2962964,2.925926,7.4072275,5.7789173,6.6984067,6.77758,6.147095,4.335426
czeremcha,U,2.4814816,1.3703704,1.7777778,1.7407408,1.7777778,5.3401923,6.716215,6.355019,6.37374,6.2029414,2.6436324
"kręgiel",U,3.851852,1.3333334,1.3703704,1.7777778,1.1851852,3.9466445,6.962338,6.9619355,6.5700073,7.0775046,3.3440237
zaginiony,U,1.2592592,3.5185184,5.037037,4.703704,1.5555556,8.866599,7.342294,5.880485,6.2393646,8.734827,6.512516
artystyczny,U,4.148148,1.925926,1.6666666,1.6296296,1.4074074,3.7358415,6.5668163,6.8784537,6.914663,7.096943,4.053109
nadmorski,U,4.851852,1.3703704,1.7037038,1.5555556,1.3333334,2.92196,7.41358,7.1393576,7.26112,7.4699864,4.4522753
konopie,U,3.2962964,2.0,2.1111112,2.1111112,2.1111112,5.2135153,6.80337,6.720897,6.7656054,6.6820993,4.311744
okaleczony,U,1.2962962,3.4444444,4.703704,3.7037036,3.5555556,8.769364,7.3114505,5.9718165,7.008385,7.1897545,6.4697986
krzepki,U,3.925926,1.4074074,1.2962962,1.7037038,1.1481482,3.6176465,6.781706,6.901156,6.4955597,7.030819,3.3917866
spodnie,U,3.2222223,1.5925926,1.4444444,1.4074074,1.5185186,4.5787053,6.5195627,6.6943583,6.7283087,6.6159534,2.8570406
"świadek",U,2.4444444,1.925926,2.0,2.6296296,1.4074074,5.7563596,6.2872276,6.278164,5.604217,6.8289,3.2634826
przedwczesny,U,1.5555556,3.2592592,3.2962964,3.4074075,2.074074,7.667901,6.4402504,6.3633204,6.192303,7.419563,4.954623
"żagiel",U,3.7777777,1.2962962,1.4814814,2.0370371,1.3333334,4.0968604,7.0563273,6.906121,6.4243183,7.0409265,3.5428958
"uzupełniać",U,2.9629629,1.4444444,1.5925926,1.7407408,1.3703704,4.687156,6.494263,6.3304057,6.225996,6.534721,2.8052273
kosz,U,2.4074075,1.6666666,1.6666666,1.5555556,2.148148,5.4321237,6.310363,6.2797627,6.3980722,5.7357745,2.7322311
miecz,U,3.0370371,2.4444444,1.962963,2.7777777,2.1111112,5.4318547,6.4851766,6.9853997,6.189768,6.883722,4.577046
"dowodzić",U,3.8148148,1.6666666,1.4074074,3.0,1.4074074,4.291037,7.0613313,7.3203664,5.5838184,7.304144,4.4776564
premiera,U,4.814815,1.2962962,1.3703704,2.074074,1.2962962,3.021345,7.3762217,7.298961,6.6743803,7.347884,4.4055295
"przekazywać",U,3.7037036,1.5555556,1.5185186,1.5555556,1.3333334,4.0473714,6.6033173,6.6856656,6.640682,6.826769,3.2067168
rasa,U,2.7407408,2.1851852,2.0370371,1.8888888,1.5185186,5.2140136,6.2232947,6.3478675,6.507424,6.8602934,3.315151
"jasność",U,4.888889,1.6296296,1.6296296,1.2592592,1.4074074,2.8369205,7.1460853,7.1345572,7.448047,7.3555183,4.5497155
"źrebię",U,4.5555553,1.2222222,1.2222222,1.7037038,1.4444444,3.074832,7.1764097,7.170356,6.77027,6.9808927,4.0699964
"wąwóz",U,3.0,1.4444444,1.4074074,2.2962964,1.3703704,4.8935924,6.6711726,6.711841,5.8162427,6.7438054,2.964592
kosmetyczny,U,3.3703704,1.4444444,1.2962962,1.5185186,1.4814814,4.20763,6.529559,6.684837,6.4716825,6.460123,2.932179
"produkować",U,3.6666667,1.5555556,1.3333334,1.4814814,1.3703704,3.831242,6.56753,6.749946,6.624337,6.733575,3.1896083
"gnębić",U,1.1481482,5.3703704,4.3333335,4.4814816,4.5555553,10.050512,7.1380777,8.038706,7.884881,7.885858,7.950513
"szkoła",U,3.2222223,2.8148148,2.3333333,3.0,2.1111112,5.61885,6.2969685,6.7858763,6.181795,7.0278316,4.8588953
"maskować",U,1.7037038,2.6666667,2.4814816,2.148148,2.2592592,6.6267557,5.7914844,6.029585,6.3301826,6.2890935,3.6160328
"wełniany",U,3.7777777,1.5555556,1.3703704,1.2962962,1.962963,4.0549827,6.946018,7.059164,7.1561303,6.5060296,3.7918437
"schodzić",U,2.4444444,1.7037038,1.7407408,1.7777778,1.2962962,5.3275642,6.2464695,6.198044,6.110268,6.6537657,2.5402892
"chwalić",U,4.4814816,1.8888888,1.2592592,1.6296296,1.5925926,3.3381953,6.7472796,7.4326053,7.1115665,7.081025,4.572395
"okrężny",U,1.4444444,2.6666667,1.7037038,1.6296296,1.5555556,6.4350514,5.1496058,6.2120237,6.2988777,6.3978634,2.3736622
"bąk",U,2.4444444,1.7777778,1.4814814,2.7407408,3.074074,5.935905,6.969376,7.1236186,6.045489,5.6177163,4.1926036
fartuch,U,2.3703704,1.6296296,1.6666666,1.6296296,1.8148148,5.3351526,6.276125,6.2315073,6.311965,6.1102223,2.5185928
"bronić",U,4.0,2.4444444,2.2962964,2.851852,1.3703704,4.8384466,6.6750884,6.81228,6.2645054,7.6417775,4.909487
"spójny",U,4.4074073,1.2592592,1.2592592,1.3333334,1.2592592,2.956126,7.0172153,7.012548,6.942696,7.0071783,3.675609
wgnieciony,U,1.2222222,3.2592592,2.7777777,2.8888888,2.2222223,7.549948,5.7927485,6.286594,6.1311817,6.743938,4.226032
przepych,U,3.1851852,2.2222223,1.8888888,1.6296296,2.1111112,4.917027,6.2540674,6.553988,6.9113674,6.4576373,3.8890839
"obłędny",U,3.8888888,1.7407408,1.5185186,2.5925925,2.0370371,4.5431733,7.280631,7.42547,6.40393,6.869619,4.71846
"sandał",U,3.0,1.3703704,1.3333334,1.2592592,2.148148,4.665529,6.704204,6.797616,6.849048,5.843235,3.097343
"strzelać",U,2.4444444,3.6296296,3.148148,4.111111,2.9629629,7.5325904,7.0327363,7.5717325,6.773667,7.6988506,6.4363594
"litość",U,2.0,2.8148148,4.111111,2.8148148,2.3333333,7.416767,6.999555,5.532207,6.9442415,7.453809,5.51706
"dochód",U,4.6296296,1.8888888,1.925926,2.2592592,1.5925926,3.7809894,7.20861,7.1485085,6.8336506,7.4604626,4.8148685
"zatrzymywać",U,1.6666666,2.8148148,1.962963,2.7777777,1.5185186,6.6900816,5.536535,6.3912654,5.5622487,6.817699,3.4796672
"małpa",U,3.4074075,1.3703704,1.1851852,1.962963,1.7777778,4.384078,6.8686852,7.056542,6.3713226,6.554828,3.3702135
komizm,U,4.3333335,1.7407408,1.4074074,1.4074074,1.2962962,3.2537322,6.655514,6.975594,6.9913,7.099259,3.9333072
rezygnacja,U,1.2962962,3.7037036,3.6666667,3.4074075,2.0370371,8.015669,6.066217,6.0807276,6.4116187,7.561866,5.319962
"uzasadniać",U,2.8148148,2.0370371,1.4444444,2.4814816,1.4074074,5.232403,6.222428,6.7804985,5.7032647,6.781991,3.331297
"zbankrutować",U,1.0,4.851852,4.740741,4.703704,2.2222223,9.517483,6.8716707,6.916726,6.965166,8.762041,6.939014
"unikać",U,1.7777778,3.3703704,2.7407408,3.1851852,2.4814816,7.3251987,5.924996,6.6183953,6.1317387,6.8579965,4.887945
"kołysać",U,3.5555556,1.4814814,1.7777778,1.925926,1.6296296,4.2830405,6.9274178,6.637339,6.516668,6.8017607,3.6877275
czepek,U,2.4444444,1.7407408,1.2962962,1.5555556,2.3703704,5.4364533,6.438908,6.811918,6.5798554,5.5866094,3.0554442
"przepadać",U,2.4444444,2.3333333,2.2962964,2.3703704,1.4444444,5.801054,6.192402,6.321375,6.2229333,7.0514097,3.8888855
fuzja,U,2.5925925,1.7407408,1.5555556,2.3333333,1.4444444,5.469107,6.3596582,6.57,5.7705507,6.634384,2.825533
"stołówka",U,3.148148,1.3703704,1.4074074,1.5925926,2.2222223,4.663287,6.8336368,6.776892,6.631591,5.864741,3.2816129
"rezygnować",U,1.6666666,3.5555556,3.7777777,2.851852,2.0,7.494998,5.791729,5.593622,6.5488615,7.2914133,5.070559
bura,U,1.6666666,2.5185184,2.5185184,1.962963,2.1111112,6.5794773,5.844943,5.9578857,6.4592443,6.246776,3.4192011
wanna,U,4.4814816,1.2592592,1.2592592,1.3703704,1.2222222,3.0352793,7.2585607,7.2545385,7.1487784,7.27555,3.8908048
bezsilny,U,1.1481482,4.888889,3.9629629,3.6296296,1.925926,8.712531,5.539559,6.5935097,6.880903,8.1877575,6.2053714
"pieniądze",U,4.703704,1.8888888,1.6666666,2.074074,1.7407408,3.6669908,7.1986103,7.4017773,7.0682416,7.3235626,4.65291
"ćwiczyć",U,4.5925927,1.962963,1.4444444,1.6296296,1.8518518,3.4730768,6.9554577,7.4030437,7.272701,6.954543,4.6180906
kasa,U,4.5185184,2.1111112,1.7037038,2.148148,1.6296296,3.8816533,7.0711293,7.411277,7.0117908,7.4879265,4.7053437
twarz,U,3.2962964,1.6296296,1.7407408,1.5555556,1.4074074,4.499416,6.5771036,6.4477563,6.6135163,6.755634,2.9951324
ojczyzna,U,4.5555553,1.7777778,2.5925925,2.2962964,1.4814814,4.2180166,7.3672566,6.662388,6.9256463,7.648863,5.047015
"życzenie",U,4.5555553,1.1851852,1.5555556,2.0,1.2222222,3.2327714,7.306546,6.951562,6.5922995,7.2828207,4.182852
jamnik,U,3.5925925,1.8888888,1.3333334,1.3333334,1.5925926,4.129867,6.2760925,6.894087,6.872165,6.5809946,3.526145
"łapać",U,3.074074,2.1111112,1.4444444,2.3333333,1.6296296,4.8976717,6.2431684,6.8628254,5.9738383,6.713076,3.6001217
"nałóg",U,1.4814814,4.111111,3.7777777,3.4074075,3.8148148,8.628417,6.7082696,6.857742,7.3420653,7.0215545,6.348932
"pozwalać",U,3.7037036,1.5925926,1.5555556,1.7777778,1.5185186,4.0248933,6.6303353,6.6710577,6.472694,6.7291746,3.4386566
"nienawidzić",U,1.2962962,5.037037,4.111111,3.2592592,2.851852,9.001237,5.849363,6.929707,7.6561093,7.9714875,6.744582
tablica,U,1.8518518,2.0370371,1.5185186,2.5185184,1.8888888,6.1938515,6.20116,6.619988,5.715974,6.3476224,2.9318385
"podniecający",U,5.2222223,1.4444444,1.3333334,1.7037038,1.3333334,2.6938298,7.3721213,7.451829,7.1067905,7.425522,4.6723385
oko,U,3.0,1.3333334,1.4814814,1.7777778,1.3333334,4.5423007,6.569878,6.406635,6.1105247,6.549697,2.6463084
ocean,U,4.6666665,1.4074074,1.7037038,2.8888888,1.5925926,3.8647764,7.628387,7.3945045,6.260911,7.4851174,4.9474735
akrobatyczny,U,3.4074075,1.4074074,1.5555556,2.2962964,1.5555556,4.586405,6.922656,6.8159037,6.0559354,6.7783413,3.5174534
asceza,U,1.8518518,1.962963,2.3703704,1.8148148,1.962963,6.274845,6.1155233,5.694607,6.403634,6.2465005,3.152914
orchidea,U,4.2222223,1.5185186,1.7407408,1.4814814,1.5925926,3.697589,7.151777,6.8386564,7.172924,7.0794196,4.201797
"potwierdzić",U,3.6666667,1.4074074,1.5555556,1.8518518,1.2592592,3.9773426,6.7904763,6.662186,6.384474,6.9275217,3.2196386
armata,U,2.4444444,2.2222223,2.074074,3.2222223,2.2222223,6.1006722,6.78621,6.8635783,5.7699146,6.8426976,4.337804
"żyrafa",U,3.851852,1.2592592,1.5925926,1.5185186,1.2592592,3.7708042,6.948175,6.675079,6.741021,6.9393463,3.3666427
biec,U,3.5555556,1.925926,1.4814814,2.4074075,1.4814814,4.5117335,6.721839,7.087913,6.217169,7.105028,4.085401
minister,U,1.8888888,3.0,1.962963,1.925926,2.7407408,6.6560974,5.6526175,6.6541004,6.77473,6.0181203,3.7005172
autonomiczny,U,3.5555556,1.8518518,1.5185186,1.8518518,1.4444444,4.1286707,6.427124,6.791253,6.427078,6.8721447,3.684599
dyspozycyjny,U,3.7777777,1.962963,1.2962962,1.7037038,1.7407408,4.1685743,6.4754243,7.1154175,6.756335,6.7170234,3.8247132
"żeglować",U,4.185185,1.4444444,1.7777778,2.5925925,1.7777778,4.103028,7.4635243,7.147071,6.373624,7.1796694,4.6030827
murzynka,U,3.5555556,1.6666666,1.4814814,1.6296296,1.7037038,4.3460827,6.7373133,6.9230433,6.7236247,6.701993,3.436882
przewodnik,U,3.4074075,1.5925926,1.2222222,1.4444444,1.4074074,4.1061306,6.42916,6.8027363,6.5782704,6.620239,3.014096
mistrz,U,5.0,1.5555556,1.4444444,1.4814814,1.4074074,2.8642123,7.2461033,7.3424463,7.275927,7.3704376,4.4509983
"poroże",U,2.4814816,1.8148148,1.8518518,2.0,2.4444444,5.800483,6.766392,6.75156,6.5298767,6.0608025,3.4352152
"chichotać",U,5.0740743,1.962963,1.2222222,1.3703704,1.4444444,2.6202433,6.974797,7.6702332,7.5343266,7.5020237,4.8918357
sprawdzony,U,3.925926,1.4444444,1.2592592,1.6666666,1.2222222,3.726605,6.8699374,7.011932,6.632612,7.0576954,3.4722276
"sałatka",U,4.148148,1.5185186,1.1851852,1.3703704,1.5555556,3.3702664,6.7720532,7.065515,6.912148,6.684516,3.6791766
pomocny,U,5.0740743,1.2962962,1.4074074,1.5185186,1.2222222,2.605987,7.3461304,7.2422843,7.181897,7.4096475,4.3588758
bitwa,U,2.3703704,3.5925925,2.925926,3.9629629,2.4074075,7.1907234,6.4747243,7.056803,6.159266,7.521692,5.843455
nastrojowy,U,4.3703704,1.4074074,2.1851852,1.7037038,1.2592592,3.7264233,7.191505,6.482,6.9133143,7.3118114,4.171611
"błagalny",U,1.7777778,2.6666667,3.6666667,2.7777777,2.4814816,7.2560034,6.6074867,5.6390414,6.5827355,6.81733,4.7048793
"wykształcony",U,5.296296,1.7777778,1.4814814,1.7777778,1.2592592,2.58765,7.3309264,7.5794363,7.3352423,7.760448,4.974805
klinika,U,2.4074075,1.962963,3.4074075,3.925926,2.4814816,7.0296717,7.586001,6.423764,5.823464,7.2212014,5.334543
"bawić",U,5.3333335,1.7037038,1.7407408,1.5555556,1.3333334,2.6437986,7.3900905,7.3540807,7.554194,7.704188,5.08108
"przekonać",U,4.3703704,1.8148148,1.5185186,1.962963,1.4814814,3.5631657,6.774778,7.01566,6.644646,7.039512,4.067092
"pojętny",U,4.7777777,1.5925926,1.4074074,1.6296296,1.4074074,2.9278352,7.107709,7.268186,7.0577235,7.263573,4.335916
"usuwać",U,1.8148148,2.851852,2.925926,3.2962964,2.0370371,7.121359,6.2574773,6.278895,5.7773933,7.034196,4.369199
urlop,U,5.2222223,1.3703704,1.5925926,1.7777778,1.3333334,2.5885007,7.597334,7.363565,7.261971,7.6119847,4.855868
atomowy,U,2.3333333,2.4444444,2.2962964,3.0370371,2.2962964,6.4690747,6.6180754,6.8353906,6.1020803,6.8067355,4.1993403
"odetchnąć",U,4.5925927,1.8148148,1.8148148,1.925926,1.1851852,3.6605327,7.1138186,7.1526027,7.066322,7.6316643,4.486287
szuja,U,1.4074074,4.703704,2.6666667,2.6666667,4.2222223,8.427035,5.8679166,7.6567025,7.5839825,6.3805575,6.0220428
"wół",U,2.4074075,1.5555556,1.5925926,2.074074,1.7037038,5.3927026,6.438776,6.4301124,5.9373403,6.358814,2.8829467
toster,U,4.0,1.2962962,1.1111112,1.2962962,1.2222222,3.2599788,6.9251413,7.0803266,6.9243145,6.994155,3.3207502
mglisty,U,2.4444444,2.0,2.5185184,3.0,1.7407408,6.1808863,6.761208,6.2647057,5.71207,7.0245404,4.092932
"obniżać",U,2.1111112,2.6666667,2.5185184,2.7407408,2.0,6.4348865,6.163373,6.3831677,6.1823344,6.8379254,4.1487007
"zły",U,1.3333334,4.5925927,3.3703704,3.5925925,2.5185184,8.549291,5.7344837,6.9459615,6.8312016,7.8156624,6.018963
"czuć",U,4.3703704,2.1111112,2.4444444,2.4814816,1.5925926,4.6279554,7.2074857,6.9661794,6.9198017,7.599179,4.759854
oczekiwanie,U,3.3703704,2.4074075,2.3333333,3.3333333,1.7037038,5.8886414,6.729538,6.864907,6.052108,7.5061803,4.8657494
krewny,U,3.5555556,2.5555556,2.2592592,1.8888888,1.8518518,4.983758,6.19997,6.5156274,6.8520145,6.863336,4.1598144
"szminkować",U,3.2962964,1.5925926,1.2962962,1.5185186,1.5555556,4.386217,6.5340595,6.8808045,6.638782,6.5027404,3.2363467
"odwiedzać",U,4.4444447,1.6296296,1.5925926,2.4814816,1.4814814,3.8699534,7.168929,7.179748,6.415223,7.2654943,4.361455
"odejście",U,1.6666666,3.6666667,4.851852,4.3703704,1.925926,8.521452,7.1167183,5.9233127,6.5864043,8.439055,6.5599885
wzrost,U,3.1923077,1.3076923,1.4615384,1.6923077,1.2307693,4.529231,6.672836,6.529261,6.321451,6.750249,2.71648
"korowód",U,2.0,1.7692307,1.8461539,2.0,1.6923077,5.863305,6.334396,6.174298,6.123791,6.4009867,2.727619
napad,U,1.1153846,4.0,2.9615386,4.923077,3.0769231,8.897091,6.7211585,7.648537,5.714043,7.5430965,6.327342
"biżuteria",U,3.5384614,1.5384616,1.3076923,1.1538461,1.4230769,3.8693247,6.6332655,6.8588963,6.988548,6.7376194,3.2158546
